player,display_name,photo,flag,club_logo,club,theme_color
LECONTE Christian,LECONTE Christian,assets/players/leconte-christian.png,assets/flags/fr.png,assets/clubs/saint-lo.png,Saint-Lô,#2563EB
LECONTE Geneviève,LECONTE Geneviève,assets/players/leconte-genevieve.png,assets/flags/fr.png,assets/clubs/saint-lo.png,Saint-Lô,#2563EB
LEDENT Natacha,LEDENT Natacha,assets/players/ledent-natacha.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LEDOUX Christine,LEDOUX Christine,assets/players/ledoux-christine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LEMAIRE Emmanuelle,LEMAIRE Emmanuelle,assets/players/lemaire-emmanuelle.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LEMAITRE Emmanuel,LEMAITRE Emmanuel,assets/players/lemaitre-emmanuel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LEMAITRE Lorenzo,LEMAITRE Lorenzo,assets/players/lemaitre-lorenzo.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LEMAITRE Robert,LEMAITRE Robert,assets/players/lemaitre-robert.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LEMESLE André,LEMESLE André,assets/players/lemesle-andre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LENGRONNE Jean-Paul,LENGRONNE Jean-Paul,assets/players/lengronne-jean-paul.png,assets/flags/fr.png,assets/clubs/saint-lo.png,Saint-Lô,#2563EB
LEROUX Brigitte,LEROUX Brigitte,assets/players/leroux-brigitte.png,assets/flags/fr.png,assets/clubs/mamers.png,Mamers,#0F766E
LEROUX Vincent,LEROUX Vincent,assets/players/leroux-vincent.png,assets/flags/fr.png,assets/clubs/dijon.png,Dijon,#1D4ED8
LESCOT José,LESCOT José,assets/players/lescot-jose.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
LESCOT Samuel,LESCOT Samuel,assets/players/lescot-samuel.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
LETUPPE Patrick,LETUPPE Patrick,assets/players/letuppe-patrick.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LEVEILLARD Josiane,LEVEILLARD Josiane,assets/players/leveillard-josiane.png,assets/flags/fr.png,assets/clubs/default.png,,#DB2777
LEVESQUE Christian,LEVESQUE Christian,assets/players/levesque-christian.png,assets/flags/fr.png,assets/clubs/laxou.png,Laxou,#7C3AED
LIBIOULLE Laurent,LIBIOULLE Laurent,assets/players/libioulle-laurent.png,assets/flags/be.png,assets/clubs/bruxelles.png,Bruxelles,#F59E0B
LORQUINET Roselyne,LORQUINET Roselyne,assets/players/lorquinet-roselyne.png,assets/flags/fr.png,assets/clubs/epernay.png,Épernay,#7C3AED
LOUIS-JOSEPH Fernand,LOUIS-JOSEPH Fernand,assets/players/louis-joseph-fernand.png,assets/flags/fr.png,assets/clubs/viroflay.png,Viroflay,#111827
LOUVEAU Marc,LOUVEAU Marc,assets/players/louveau-marc.png,assets/flags/fr.png,assets/clubs/sainte-jamme-le-mans.png,Sainte-Jamme-le-Mans,#2563EB
LUET Jean-Pierre,LUET Jean-Pierre,assets/players/luet-jean-pierre.png,assets/flags/fr.png,assets/clubs/default.png,,#6B7280
LUST Christophe,LUST Christophe,assets/players/lust-christophe.png,assets/flags/be.png,assets/clubs/chimay.png,Chimay,#F59E0B
LUU Boris,LUU Boris,assets/players/luu-boris.png,assets/flags/fr.png,assets/clubs/default.png,,#111827
LÉGIOT Pierre-Emmanuel,LÉGIOT Pierre-Emmanuel,assets/players/legiot-pierre-emmanuel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LÉVÊQUE Yves,LÉVÊQUE Yves,assets/players/leveque-yves.png,assets/flags/be.png,assets/clubs/dour.png,Dour,#F59E0B
MACUTO Dominique,MACUTO Dominique,assets/players/macuto-dominique.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MAIRE Laëtitia,MAIRE Laëtitia,assets/players/maire-laetitia.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MALLET Yvette,MALLET Yvette,assets/players/mallet-yvette.png,assets/flags/fr.png,assets/clubs/durtol.png,Durtol,#1D4ED8
MANDRAS Jean-Pierre,MANDRAS Jean-Pierre,assets/players/mandras-jean-pierre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MANDRAS Josette,MANDRAS Josette,assets/players/mandras-josette.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MANGIN Richard,MANGIN Richard,assets/players/mangin-richard.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MANIER Thierry,MANIER Thierry,assets/players/manier-thierry.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MANIER Tina,MANIER Tina,assets/players/manier-tina.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MARCHAL André,MARCHAL André,assets/players/marchal-andre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MARGIRIER Agnès,MARGIRIER Agnès,assets/players/margirier-agnes.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
MARGUERITE Laurent,MARGUERITE Laurent,assets/players/marguerite-laurent.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MARIE Denise,MARIE Denise,assets/players/marie-denise.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MARIE Patricia,MARIE Patricia,assets/players/marie-patricia.png,assets/flags/fr.png,assets/clubs/paray-vieille-poste.png,Paray-Vieille-Poste,#111827
MAROT Guy,MAROT Guy,assets/players/marot-guy.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
MARTHE Pierre,MARTHE Pierre,assets/players/marthe-pierre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MARTIN Christine,MARTIN Christine,assets/players/martin-christine.png,assets/flags/fr.png,assets/clubs/gleize.png,Gleizé,#1D4ED8
MARTIN Lucienne,MARTIN Lucienne,assets/players/martin-lucienne.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MARTIN Marie-Colette,MARTIN Marie-Colette,assets/players/martin-marie-colette.png,assets/flags/fr.png,assets/clubs/saint-priest-en-jarez.png,Saint-Priest-en-Jarez,#1D4ED8
MARTIN Patrice,MARTIN Patrice,assets/players/martin-patrice.png,assets/flags/fr.png,assets/clubs/bon-encontre.png,Bon-Encontre,#EA580C
MARTIN Patricia,MARTIN Patricia,assets/players/martin-patricia.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MAS Marylise,MAS Marylise,assets/players/mas-marylise.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MAS Michel,MAS Michel,assets/players/mas-michel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MASUYER Hervé,MASUYER Hervé,assets/players/masuyer-herve.png,assets/flags/fr.png,assets/clubs/dijon.png,Dijon,#7C3AED
MATILLON Françoise,MATILLON Françoise,assets/players/matillon-francoise.png,assets/flags/fr.png,assets/clubs/saint-lo.png,Saint-Lô,#2563EB
MATON Luc,MATON Luc,assets/players/maton-luc.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MAURIN Luc,MAURIN Luc,assets/players/maurin-luc.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MAUROUARD Lionel,MAUROUARD Lionel,assets/players/maurouard-lionel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MAURY Roger,MAURY Roger,assets/players/maury-roger.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MAYBON Claudette,MAYBON Claudette,assets/players/maybon-claudette.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MEDIONI Thierry,MEDIONI Thierry,assets/players/medioni-thierry.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MENAUT Chantal,MENAUT Chantal,assets/players/menaut-chantal.png,assets/flags/fr.png,assets/clubs/ambert.png,Ambert,#1D4ED8
MENENDEZ Stéphane,MENENDEZ Stéphane,assets/players/menendez-stephane.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MENOTTI Marie-Catherine,MENOTTI Marie-Catherine,assets/players/menotti-marie-catherine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
MERRHEIM Dominique,MERRHEIM Dominique,assets/players/merrheim-dominique.png,assets/flags/fr.png,assets/clubs/viileneuve-dascq.png,Viileneuve d'Ascq,#DC2626
MERRHEIM Philippe,MERRHEIM Philippe,assets/players/merrheim-philippe.png,assets/flags/fr.png,assets/clubs/villeneuve-dascq.png,Villeneuve d'Ascq,#DC2626
MICHAUD Pascal,MICHAUD Pascal,assets/players/michaud-pascal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
